Test Result UID,Sample Name,Sample Type,cis-Nerolidol,trans-Nerolidol,trans-Nerolidol 1,trans-Nerolidol 2,trans-Ocimene,3-Carene,Camphene,Caryophyllene Oxide,Eucalyptol,Geraniol,Guaiol,Isopulegol,Linalool,Ocimene,Terpinolene,alpha-Bisabolol,alpha-Humulene,alpha-Pinene,alpha-Terpinene,beta-Caryophyllene,beta-Myrcene,beta-Ocimene,beta-Pinene,delta-Limonene,gamma-Terpinene,p-Cymene,delta-9 THC-A,delta-9 THC,delta-8 THC,THC-A,THCV,CBN,CBD-A,CBD,CBDV,CBDV-A,delta-9 CBG-A,delta-9 CBG,CBC,URL,Aromas,Flavors,Effects
,Ooze - Dazey,"Flower, Inhalable",,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031,0.132,0.0,0.0,0.068,0.119,0.0,0.239,0.152,,0.106,0.601,0.0,0.0,,1.04,0.0,23.89,0.0,0.0,0.43,0.0,0.0,0.0,0.61,0.17,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/ooze,"['Dank', 'Earthy', 'Fruity', 'Spicy']","['Apple', 'Herbal', 'Spicy']","['Creative', 'Focus', 'Happy', 'Hungry', 'Relaxing', 'Sleepy']"
,3 Kings,"Hybrid, Flower, Inhalable",,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053,0.0,0.0,0.125,0.253,0.023,0.0,0.637,0.19,,0.047,0.339,0.0,0.0,,1.16,0.0,20.52,0.0,0.0,0.03,0.0,0.0,0.0,0.42,0.07,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/3-kings,"['Earthy', 'Pine', 'Pungent']","['Diesel', 'Hash', 'Pine', 'Sweet']","['Creative', 'Energizing', 'Euphoria', 'Focus', 'Happy']"
,Shape Shifter,"Flower, Inhalable",,,,,,0.0,0.006,0.013,0.0,0.0,0.0,0.0,0.022,0.0,0.003,0.064,0.053,0.331,0.0,0.16399999999999998,1.274,,0.14800000000000002,0.07400000000000001,0.0,0.0,,0.54,0.0,17.94,0.0,0.0,0.03,0.0,0.0,0.0,0.61,0.05,0.0,https://www.allbud.com/marijuana-strains/hybrid/shape-shifter,"['Earthy', 'Fruity', 'Grape', 'Herbal', 'Pine', 'Spicy', 'Woody']","['Fruity', 'Grape', 'Pine', 'Spicy', 'Sweet', 'Woody']","['Body High', 'Cerebral', 'Energizing', 'Euphoria', 'Relaxing', 'Sleepy', 'Tingly', 'Uplifting']"
,White Tahoe Cookies,"Flower, Inhalable",,,,,,0.0,0.015,0.006,0.0,0.003,0.0,0.006999999999999999,0.342,0.0,0.012,0.1,0.272,0.053,0.0,0.6829999999999999,0.457,,0.104,0.614,0.0,0.0,,0.58,0.0,26.14,0.0,0.0,0.05,0.0,0.0,0.0,1.4,0.08,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/white-tahoe-cookies,"['Citrus', 'Earthy', 'Hash', 'Herbal', 'Nutty', 'Spicy']","['Citrus', 'Fruity', 'Herbal', 'Nutty', 'Spicy', 'Sweet']","['Aroused', 'Creative', 'Euphoria', 'Happy', 'Relaxing', 'Sleepy']"
,Gorilla Fuel,"Flower, Inhalable",,,,,,0.0,0.012,0.013,0.0,0.01,0.006,0.0,0.123,0.002,0.009000000000000001,0.118,0.382,0.038,0.0,1.2,0.301,,0.07400000000000001,0.542,0.0,0.0,,0.94,0.0,20.5,0.0,0.0,0.05,0.0,0.0,0.0,0.22,0.05,0.0,https://www.allbud.com/marijuana-strains/hybrid/gorilla-fuel,"['Diesel', 'Earthy', 'Herbal', 'Pepper', 'Pungent', 'Spicy']","['Chemical', 'Diesel', 'Peppery', 'Spicy']","['Cerebral', 'Creative', 'Euphoria', 'Happy', 'Hungry', 'Relaxing', 'Uplifting']"
,Tahoe OG Kush,"Flower, Inhalable",,,,,,0.0,0.011,0.014,0.0,0.0,0.0,0.0,0.015,0.0,0.008,0.066,0.075,0.04,0.0,0.235,0.115,,0.076,0.409,0.0,0.0,,0.19,0.0,17.3,0.0,0.0,0.04,0.0,0.0,0.0,1.26,0.07,0.0,https://www.allbud.com/marijuana-strains/hybrid/tahoe-og-kush,"['Earthy', 'Lemon', 'Pungent', 'Spicy']","['Lemon', 'Pine', 'Spicy', 'Woody']","['Euphoria', 'Giggly', 'Happy', 'Hungry', 'Relaxing', 'Uplifting']"
,Ambrosia,"Sativa, Flower, Inhalable",,,,,,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.469,0.619,0.0,0.096,0.14800000000000002,0.0,0.201,0.093,,0.105,0.138,0.0,0.0,,2.19,0.0,16.33,0.0,0.0,,0.0,0.0,0.0,4.31,0.16,0.01,https://www.allbud.com/marijuana-strains/hybrid/ambrosia,['Skunky'],"['Berry', 'Citrus', 'Sweet', 'Tropical']","['Creative', 'Energizing', 'Euphoria', 'Focus', 'Happy', 'Relaxing']"
,Forum Cookies,"Flower, Inhalable",,,,,,0.0,0.011,0.033,0.0,0.0,0.0,0.0,0.155,0.0,0.006999999999999999,0.136,0.52,0.038,0.0,1.3,0.211,,0.078,0.585,0.0,0.0,,0.8,0.0,23.24,0.0,0.0,0.05,0.0,0.0,0.0,1.72,0.09,0.04,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/forum-cookies,"['Berry', 'Earthy', 'Pine', 'Sweet']",['Sweet'],"['Cerebral', 'Uplifting']"
,Pie Face,"Hybrid, Flower, Inhalable",,,,,,0.0,0.006,0.006,0.0,0.001,0.0,0.0,0.149,0.0,0.005,0.029,0.098,0.023,0.0,0.333,0.07400000000000001,,0.042,0.21,0.0,0.0,,1.41,0.0,17.76,0.0,0.05,0.04,0.0,0.0,0.0,0.44,0.19,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/pie-face,"['Berry', 'Cherry', 'Earthy', 'Pine', 'Sweet']","['Cherry', 'Hash', 'Sweet']","['Hungry', 'Sociable']"
,Lemon Kush Headband,"Indica, Flower, Inhalable",,,,,,0.0,0.015,0.0,0.0,0.021,0.0,0.0,0.06,0.052000000000000005,0.0,0.014,0.075,0.084,0.0,0.241,0.118,,0.112,0.5920000000000001,0.0,0.0,,1.34,0.0,23.93,0.0,0.0,0.02,0.0,0.0,0.0,0.66,0.3,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/lemon-kush-headband,"['Citrus', 'Diesel', 'Earthy', 'Fuel', 'Pine', 'Spicy']","['Citrus', 'Diesel', 'Fruity', 'Lemon', 'Sour', 'Sweet']","['Cerebral', 'Euphoria', 'Focus', 'Happy', 'Sleepy']"
,Blucifer,"Hybrid, Flower, Inhalable",,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058,0.0,0.381,0.0,0.119,0.028,0.0,0.338,0.191,,0.047,0.063,0.0,0.0,,1.11,0.0,21.7,0.0,0.0,0.02,0.0,0.0,0.0,0.3,0.15,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/blucifer,"['Berry', 'Earthy', 'Fruity', 'Mint', 'Sweet']","['Berry', 'Blueberry', 'Creamy', 'Sweet']","['Creative', 'Happy', 'Motivation', 'Relaxing', 'Uplifting']"
,Snow Monster,"Hybrid, Flower, Inhalable",,,,,,0.0,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037000000000000005,0.188,0.0,0.106,0.123,,0.142,0.6679999999999999,0.0,0.0,,1.17,0.0,25.29,0.0,0.0,0.04,0.0,0.0,0.07,0.73,0.05,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/snow-monster,"['Citrus', 'Coffee', 'Earthy', 'Nutty']","['Citrus', 'Nutty', 'Pine', 'Sweet']","['Creative', 'Euphoria', 'Giggly', 'Happy', 'Relaxing', 'Sleepy']"
,Animal Cookies,"Hybrid, Flower, Inhalable",,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.073,0.0,0.0,0.034,0.329,0.016,0.0,0.89,0.226,,0.031,0.198,0.0,0.0,,1.25,0.0,24.15,0.0,0.0,0.06,0.0,0.0,0.0,2.09,0.07,0.01,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/animal-cookies,"['Earthy', 'Herbal', 'Nutty', 'Pungent', 'Sour']","['Herbal', 'Nutty', 'Sour', 'Spicy', 'Sweet']","['Body High', 'Euphoria', 'Happy', 'Relaxing', 'Sleepy']"
,Creme Brulee,"Flower, Inhalable",,,,,,0.0,0.0,0.009000000000000001,0.0,0.0,0.06,0.006,0.029,0.334,0.0,0.004,0.07200000000000001,0.058,0.0,0.173,1.344,,0.028,0.013,0.0,0.0,,0.28,0.0,14.51,0.0,0.0,0.04,0.0,0.0,0.0,1.5,0.06,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/creme-brulee,"['Earthy', 'Nutty', 'Pine', 'Sweet', 'Vanilla', 'Woody']","['Herbal', 'Nutty', 'Sweet', 'Vanilla']","['Body High', 'Cerebral', 'Hungry', 'Relaxing', 'Sleepy', 'Uplifting']"
,Valentine X,"Flower, Inhalable",,,,,,0.0,0.009000000000000001,0.027000000000000003,0.0,0.0,0.195,0.0,0.034,0.0,0.004,0.224,0.113,0.612,0.0,0.35100000000000003,1.7,,0.28600000000000003,0.14,0.001,0.0,,0.06,0.0,0.62,0.0,0.0,16.93,0.33,0.0,0.04,0.77,0.05,0.04,https://www.allbud.com/marijuana-strains/hybrid/valentine-x,"['Earthy', 'Pine', 'Pungent', 'Sweet', 'Woody']","['Apple', 'Citrus', 'Honey', 'Pine', 'Skunky', 'Sweet', 'Woody']","['Creative', 'Euphoria', 'Focus', 'Giggly', 'Happy', 'Hungry', 'Uplifting']"
,Grapefruit Kush,"Flower, Inhalable",,,,,,0.0,0.011,0.021,0.008,0.002,0.004,0.0,0.099,0.002,0.005,0.006999999999999999,0.108,0.041,0.0,0.328,0.149,,0.07400000000000001,0.509,0.004,0.0,,0.41,0.0,19.36,0.0,0.0,0.03,0.0,0.0,0.0,1.87,0.11,0.02,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/grapefruit-kush,"['Citrus', 'Earthy', 'Herbal', 'Sweet']","['Citrus', 'Fruity', 'Grapefruit', 'Orange', 'Sweet']","['Creative', 'Euphoria', 'Happy', 'Relaxing']"
,Silver Cheese,"Flower, Inhalable",,,,,,0.0,0.017,0.019,0.001,0.001,0.0,0.0,0.451,0.003,0.011,0.011,0.267,0.058,0.0,0.635,0.28300000000000003,,0.114,0.763,0.001,0.0,,0.46,0.0,23.86,0.0,0.0,0.05,0.0,0.0,0.0,1.06,0.09,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/silver-cheese,"['Cheese', 'Herbal', 'Pungent', 'Sour', 'Spicy']","['Cheesy', 'Creamy', 'Herbal', 'Sour', 'Spicy', 'Sweet']","['Cerebral', 'Creative', 'Energizing', 'Euphoria', 'Focus', 'Giggly', 'Sociable']"
,Cherry Bomb,"Flower, Inhalable",,,,,,0.0,0.008,0.023,0.0,0.0,0.0,0.0,0.06,0.123,0.009000000000000001,0.065,0.17,0.489,0.0,0.563,1.7519999999999998,,0.124,0.125,0.0,0.0,,1.93,0.0,15.17,0.0,0.0,0.02,0.0,0.0,0.0,0.24,0.04,0.06,https://www.allbud.com/marijuana-strains/hybrid/cherry-bomb,[],"['Berry', 'Sweet', 'Woody']","['Energizing', 'Focus', 'Relaxing']"
,Double OG,"Flower, Inhalable",,,,,,0.0,0.012,0.034,0.0,0.005,0.003,0.0,0.073,0.001,0.008,0.258,0.306,0.039,0.0,0.7020000000000001,0.413,,0.083,0.519,0.0,0.0,,0.68,0.0,19.44,0.0,0.0,0.05,0.0,0.0,0.0,0.36,0.1,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/double-og,"['Citrus', 'Diesel', 'Harsh', 'Sage']","['Citrus', 'Herbal', 'Skunky', 'Woody']","['Body High', 'Euphoria', 'Relaxing', 'Sleepy']"
,Classic OG,"Flower, Inhalable",,,,,,0.0,0.008,0.02,0.002,0.006999999999999999,0.002,0.0,0.066,0.002,0.008,0.21600000000000005,0.305,0.029,0.0,0.922,1.153,,0.064,0.495,0.0,0.0,,1.21,0.0,18.55,0.0,0.0,0.02,0.0,0.0,0.0,0.77,0.09,0.0,https://www.allbud.com/marijuana-strains/indica/classic-og,"['Kush', 'Lemon', 'Pungent', 'Skunky']",['Lemon'],"['Euphoria', 'Relaxing', 'Sleepy']"
,White Angel,"Concentrate, Inhalable",,,,,,0.0,0.049,0.009000000000000001,0.0,0.0,0.0,0.0,0.602,0.002,0.047,0.112,0.298,0.177,0.0,1.003,1.004,,0.343,2.276,0.001,0.0,,0.75,0.0,72.23,0.0,0.0,0.12,0.0,0.0,0.0,3.29,0.24,0.0,https://www.allbud.com/marijuana-strains/hybrid/white-angel,"['Diesel', 'Herbal', 'Pine', 'Pungent']","['Citrus', 'Diesel', 'Pine', 'Sweet']","['Aroused', 'Happy', 'Relaxing', 'Sleepy', 'Uplifting']"
,Harley Tsu,"Flower, Inhalable",,,,,,0.025,0.0,0.0,0.0,0.0,0.0636,0.0,0.0199,0.0741,0.451,0.0,0.0661,0.16,0.0,0.17,0.573,,0.101,0.0807,0.0,0.0,,0.13,0.0,0.5,0.0,0.0,13.9,0.52,0.09,0.8,0.58,0.0,0.07,https://www.allbud.com/marijuana-strains/hybrid/harley-tsu,"['Earthy', 'Herbal', 'Lemon', 'Spicy', 'Woody']","['Citrus', 'Herbal', 'Pine', 'Sweet']","['Happy', 'Relaxing', 'Uplifting']"
,Nuken,"Flower, Inhalable",,,,,,0.0,0.0,0.0,0.0,0.0,0.0541,0.0,0.02,0.0,0.0,0.0383,0.0563,0.306,0.0,0.192,0.93,,0.15,0.109,0.0,0.0,,3.12,0.0,20.7,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.15,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/nuken,"['Earthy', 'Pungent', 'Skunky', 'Sweet']","['Pine', 'Sweet', 'Woody']","['Body High', 'Euphoria', 'Happy', 'Relaxing', 'Sleepy']"
,Golden Ticket,"Flower, Inhalable",,,,,,0.0416,0.0,0.0,0.0,0.0351,0.0543,0.0,0.021,0.0268,0.644,0.0254,0.0248,0.111,0.0295,0.0803,0.292,,0.163,0.218,0.0213,0.0,,3.02,0.0,17.7,0.07,0.0,0.0,0.0,0.0,0.0,0.34,0.09,0.0,https://www.allbud.com/marijuana-strains/hybrid/golden-ticket,"['Citrus', 'Earthy', 'Pungent', 'Skunky', 'Sour']","['Citrus', 'Herbal', 'Lemon', 'Lime', 'Spicy', 'Sweet', 'Tangy']","['Cerebral', 'Creative', 'Energizing', 'Euphoria', 'Happy', 'Relaxing', 'Sociable', 'Uplifting']"
,BubbleGum,"Flower, Inhalable",,,,,,0.0,0.008,0.006,0.0,0.001,0.0,0.0,0.076,0.0,0.005,0.069,0.07400000000000001,0.467,0.0,0.25,1.654,,0.21,0.136,0.0,0.0,,0.67,0.0,23.88,0.0,0.0,0.04,0.0,0.0,0.0,0.39,0.09,0.01,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/bubblegum,"['Bubble Gum', 'Floral', 'Fruity', 'Sweet']","['Berry', 'Bubble Gum', 'Creamy', 'Fruity', 'Sweet']","['Creative', 'Euphoria', 'Happy', 'Relaxing']"
,Captain America OG,"Indica, Flower, Inhalable",,,,,,0.0,0.014,0.01,0.0,0.011,0.0,0.0,0.21600000000000005,0.0,0.019,0.027000000000000003,0.099,0.051,0.0,0.322,0.5589999999999999,,0.105,0.575,0.0,0.0,,1.12,0.0,21.82,0.0,0.0,0.03,0.0,0.0,0.0,0.63,0.11,0.02,https://www.allbud.com/marijuana-strains/hybrid/captain-america-og,['Citrus'],"['Candy', 'Sweet']",['Energizing']
,Lemon Sour Diesel,"Concentrate, Inhalable",,,,,,0.0,0.0,0.041,0.0,0.0,0.0,0.0,0.038,0.0,0.0,0.106,0.13,0.05,0.0,0.44,0.042,,0.042,0.101,0.0,0.0,,3.97,0.0,86.18,0.16,0.0,,0.0,0.0,0.0,0.55,0.09,0.07,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/lemon-sour-diesel,"['Diesel', 'Earthy', 'Lemon', 'Pungent', 'Sour']","['Citrus', 'Lemon', 'Sweet']","['Creative', 'Energizing', 'Euphoria', 'Happy', 'Uplifting']"
,LSD,"Concentrate, Inhalable",,,,,,0.0,0.021,0.125,0.0,0.0,0.0,0.0,0.14300000000000002,0.0,0.034,0.308,0.696,0.132,0.0,2.373,0.322,,0.16899999999999998,0.596,0.0,0.0,,7.93,0.0,60.18,0.0,0.06,0.19,0.0,0.0,0.0,2.08,0.24,0.25,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/lsd,"['Earthy', 'Herbal', 'Pungent', 'Skunky', 'Sweet']","['Citrus', 'Herbal', 'Lemon', 'Sweet']","['Body High', 'Cerebral', 'Creative', 'Energizing', 'Euphoria', 'Happy', 'Uplifting']"
,Bubba Cookies,"Flower, Inhalable",,,,,,0.0,0.01,0.004,0.0,0.0,0.0,0.0,0.049,0.047,0.0,0.03,0.047,0.515,0.0,0.16899999999999998,0.166,,0.13699999999999998,0.076,0.0,0.0,,0.34,0.0,19.06,0.0,0.0,0.04,0.0,0.0,0.0,0.71,0.04,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/bubba-cookies,"['Dank', 'Earthy', 'Floral', 'Herbal', 'Pungent', 'Spicy']","['Flowery', 'Herbal', 'Spicy', 'Sweet']","['Euphoria', 'Happy', 'Hungry', 'Relaxing', 'Sleepy', 'Uplifting']"
,Pineapple Chunk,"Flower, Inhalable",,,,,,0.0,0.008,0.002,0.001,0.001,0.064,0.0,0.065,0.0,0.006,0.062,0.149,0.029,0.0,0.496,0.38,,0.053,0.375,0.0,0.0,,0.45,0.0,22.32,0.0,0.0,0.05,0.0,0.0,0.0,0.59,0.02,0.0,https://www.allbud.com/marijuana-strains/hybrid/pineapple-chunk,"['Pine', 'Pineapple', 'Skunky', 'Sweet']","['Cheesy', 'Pine', 'Pineapple', 'Skunky', 'Sweet', 'Tropical']","['Creative', 'Energizing', 'Euphoria', 'Happy', 'Relaxing', 'Uplifting']"
,Miss USA,"Flower, Inhalable",,,,,,0.0,0.011,0.006999999999999999,0.0,0.0,0.0,0.0,0.0,0.031,0.004,0.052000000000000005,0.079,0.08199999999999999,0.0,0.272,0.381,,0.084,0.408,0.0,0.0,,0.46,0.0,20.95,0.0,0.0,0.03,0.0,0.0,0.0,0.38,0.09,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/miss-usa,"['Berry', 'Earthy', 'Floral', 'Herbal', 'Spicy']","['Berry', 'Flowery', 'Fruity', 'Sweet']","['Body High', 'Cerebral', 'Euphoria', 'Relaxing', 'Sleepy']"
,Shire,"Flower, Inhalable",,,,,,0.01,0.0,0.008,0.003,0.006,0.05,0.003,0.009000000000000001,0.04,0.257,0.031,0.032,0.021,0.008,0.07,0.062,,0.028,0.054000000000000006,0.006999999999999999,0.0,,4.68,0.0,8.67,0.02,,0.0,0.0,0.0,0.0,2.54,0.38,0.15,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/shire,"['Citrus', 'Fruity', 'Pungent', 'Sour', 'Spicy']","['Citrus', 'Fruity', 'Herbal', 'Sour', 'Spicy']","['Cerebral', 'Energizing', 'Euphoria', 'Focus', 'Motivation']"
,Purple Urkle,"Flower, Inhalable",,,,,,0.0,0.002,0.009000000000000001,0.002,0.0,0.0,0.0,0.08199999999999999,0.07,0.0,0.039,0.084,0.173,0.0,0.314,0.525,,0.046,0.025,0.0,0.0,,0.35,0.0,22.95,0.0,0.0,0.02,0.0,0.0,0.0,0.35,0.16,0.0,https://www.allbud.com/marijuana-strains/hybrid/purple-urkle,"['Earthy', 'Fruity', 'Grape', 'Skunky', 'Sweet']","['Berry', 'Fruity', 'Grape', 'Skunky', 'Sweet']","['Creative', 'Euphoria', 'Happy']"
,Biker Kush,"Flower, Inhalable",,,,,,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.14,0.0,0.0,0.095,0.068,0.029,0.0,0.226,1.31,,0.071,0.52,0.0,0.0,,1.69,0.0,18.83,0.0,0.0,0.13,0.11,0.0,0.0,0.45,0.07,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/biker-kush,"['Citrus', 'Earthy', 'Herbal', 'Sour', 'Spicy', 'Woody']","['Citrus', 'Fruity', 'Lemon', 'Pine', 'Sour']","['Calming', 'Creative', 'Euphoria', 'Happy', 'Hungry', 'Relaxing', 'Sociable']"
,Purple Punch,"Flower, Inhalable",,,,,,0.0,0.004,0.004,0.0,0.0,0.0,0.0,0.024,0.0,0.001,0.057,0.046,0.195,0.0,0.159,0.381,,0.098,0.077,0.0,0.0,,0.2,0.0,11.52,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.03,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/purple-punch,"['Blueberry', 'Earthy', 'Grape', 'Herbal', 'Sweet']","['Blueberry', 'Candy', 'Grape', 'Sweet', 'Vanilla']","['Euphoria', 'Happy', 'Hungry', 'Relaxing', 'Sleepy', 'Uplifting']"
,Headbanger,"Flower, Inhalable",,,,,,0.0,0.0,0.0,0.0,0.029,0.0,0.0,0.209,0.0,0.08900000000000001,0.255,0.15,0.047,0.0,0.517,0.917,,0.105,0.787,0.0,0.0,,1.58,0.0,24.83,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.08,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/headbanger,"['Diesel', 'Earthy', 'Herbal', 'Orange', 'Skunky', 'Sweet']","['Berry', 'Citrus', 'Diesel', 'Skunky', 'Sweet', 'Woody']","['Creative', 'Energizing', 'Euphoria', 'Focus', 'Happy', 'Uplifting']"
,Slurricane,"Flower, Inhalable",,,,,,0.0,0.011,0.012,0.0,0.0,0.14,0.0,0.064,0.023,0.01,0.051,0.063,0.08199999999999999,0.0,0.198,0.066,,0.08900000000000001,0.328,0.0,0.0,,0.33,0.0,20.96,0.0,0.0,0.03,0.0,0.0,0.0,0.47,0.06,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/slurricane,"['Berry', 'Earthy', 'Pungent', 'Spicy', 'Sweet', 'Tropical']","['Berry', 'Fruity', 'Herbal', 'Spicy', 'Sweet', 'Tropical']","['Body High', 'Cerebral', 'Hungry', 'Tingly', 'Uplifting']"
,Royal Highness,"Flower, Inhalable",,,,,,0.0,0.002,0.018000000000000002,0.0,0.0,0.0,0.0,0.035,0.115,0.0,0.056,0.107,0.13,0.0,0.364,0.7290000000000001,,0.039,0.043,0.0,0.0,,0.59,0.0,17.52,0.0,0.0,0.03,0.0,0.0,0.0,0.6,0.05,0.02,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/royal-highness,"['Fruity', 'Pungent', 'Skunky', 'Sweet']","['Coffee', 'Fruity', 'Nutty', 'Peppery', 'Sweet', 'Tobacco', 'Woody']","['Creative', 'Energizing', 'Giggly', 'Happy', 'Uplifting']"
,Wedding Pie,"Flower, Inhalable",,,,,,0.0,0.005,0.027000000000000003,0.0,0.002,0.163,0.0,0.109,0.0,0.0,0.069,0.15,0.019,0.0,0.487,0.011,,0.031,0.199,0.0,0.0,,0.44,0.0,19.19,0.0,0.0,0.04,0.0,0.0,0.0,0.68,0.06,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/wedding-pie,"['Dank', 'Earthy', 'Grape', 'Pungent', 'Spicy', 'Sweet']","['Berry', 'Fruity', 'Grape', 'Sour', 'Spicy', 'Sweet']","['Body High', 'Calming', 'Cerebral', 'Relaxing', 'Tingly', 'Uplifting']"
,Sour Tsunami,"Flower, Inhalable",,,,,,0.01,0.0,0.012,0.0,0.0,0.0,0.0,0.02,0.145,0.467,0.052000000000000005,0.063,0.09,0.01,0.14800000000000002,0.753,,0.061,0.075,0.009000000000000001,0.0,,0.05,0.0,0.47,0.0,0.0,14.07,0.4,0.0,0.08,0.11,0.02,0.04,https://www.allbud.com/marijuana-strains/hybrid/sour-tsunami,"['Citrus', 'Diesel', 'Earthy', 'Sour', 'Woody']","['Citrus', 'Diesel', 'Pine', 'Sweet', 'Woody']","['Energizing', 'Euphoria', 'Focus', 'Happy', 'Relaxing']"
,MILK BONE,"Concentrate, Inhalable",,,,,,0.0,0.041,0.077,0.0,0.0,0.0,0.0,0.418,0.0,0.014,0.238,0.519,0.17,0.0,1.67,0.158,,0.242,1.557,0.0,0.0,,10.6,0.0,59.48,0.05,0.0,0.12,0.0,0.0,0.0,5.03,0.83,0.31,https://www.allbud.com/marijuana-strains/hybrid/milk-bone,"['Chemical', 'Diesel', 'Pungent', 'Skunky', 'Sweet']","['Diesel', 'Nutty', 'Skunky', 'Sweet']","['Calming', 'Euphoria', 'Relaxing', 'Sleepy', 'Uplifting']"
,Ice Cream Cake,"Flower, Inhalable",,,,,,0.0,0.005,0.013,0.002,0.008,0.0,0.0,0.278,0.0,0.002,0.053,0.197,0.018000000000000002,0.0,0.453,0.262,,0.036000000000000004,0.241,0.0,0.0,,0.41,0.0,20.72,0.0,0.0,0.04,0.0,0.0,0.0,0.6,0.09,,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/ice-cream-cake,"['Cheese', 'Creamy', 'Earthy', 'Nutty', 'Pungent']","['Cheesy', 'Creamy', 'Nutty', 'Sweet']","['Body High', 'Hungry', 'Relaxing', 'Sleepy', 'Uplifting']"
,Wedding Crasher,"Flower, Inhalable",,,,,,0.0,0.008,0.039,0.0,0.002,0.0,0.0,0.112,0.022,0.004,0.21600000000000005,0.25,0.045,0.0,0.784,0.032,,0.064,0.395,0.0,0.0,,0.39,0.0,20.44,0.0,0.0,0.04,0.0,0.0,0.0,2.11,0.07,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/wedding-crasher,"['Diesel', 'Earthy', 'Fuel', 'Grape', 'Pungent', 'Spicy']","['Diesel', 'Fruity', 'Grape', 'Spicy', 'Sweet', 'Vanilla']","['Energizing', 'Focus', 'Happy', 'Relaxing', 'Sociable', 'Uplifting']"
,MAC,"Flower, Inhalable",,,,,,0.0,0.015,0.031,0.006999999999999999,0.003,0.0,0.0,0.184,0.046,0.027000000000000003,0.266,0.127,0.163,0.0,0.362,0.043,,0.13699999999999998,0.56,0.0,0.0,,0.41,0.0,16.63,0.02,0.0,0.03,0.0,0.0,0.0,1.0,0.08,0.0,https://www.allbud.com/marijuana-strains/hybrid/mac,"['Dank', 'Diesel', 'Earthy', 'Floral', 'Pungent', 'Spicy']","['Citrus', 'Diesel', 'Flowery', 'Sour', 'Spicy', 'Sweet']","['Creative', 'Euphoria', 'Happy', 'Relaxing', 'Uplifting']"
,Rolls Choice - Heady,"Flower, Inhalable",,,,,,0.0,0.008,0.025,0.0,0.01,0.0,0.0,0.188,0.008,0.024,0.126,0.4320000000000001,0.034,0.0,1.008,0.225,,0.057,0.314,0.0,0.0,,0.48,0.0,23.3,0.0,0.0,0.07,0.0,0.0,0.0,0.62,0.11,,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/rolls-choice,"['Diesel', 'Earthy', 'Pungent', 'Skunky', 'Sour']","['Diesel', 'Pine', 'Skunky', 'Sour']","['Cerebral', 'Euphoria', 'Happy', 'Relaxing', 'Sleepy', 'Uplifting']"
