Test Result UID,Sample Name,Sample Type,cis-Nerolidol,trans-Nerolidol,trans-Nerolidol 1,trans-Nerolidol 2,trans-Ocimene,3-Carene,Camphene,Caryophyllene Oxide,Eucalyptol,Geraniol,Guaiol,Isopulegol,Linalool,Ocimene,Terpinolene,alpha-Bisabolol,alpha-Humulene,alpha-Pinene,alpha-Terpinene,beta-Caryophyllene,beta-Myrcene,beta-Ocimene,beta-Pinene,delta-Limonene,gamma-Terpinene,p-Cymene,delta-9 THC-A,delta-9 THC,delta-8 THC,THC-A,THCV,CBN,CBD-A,CBD,CBDV,CBDV-A,delta-9 CBG-A,delta-9 CBG,CBC,URL
,Cookie OG,"Flower, Inhalable",,,,,,0.0,0.006999999999999999,0.0,0.0,0.0,0.0,0.0,0.115,0.0,0.0,0.031,0.18100000000000002,0.044000000000000004,0.0,0.43200000000000005,0.514,,0.08800000000000001,0.426,0.0,0.0,,0.27,0.0,19.7,0.0,0.0,0.05,0.0,0.0,0.0,0.65,0.13,0.0,https://www.allbud.com/marijuana-strains/hybrid/cookie-og
,Alien OG,"Flower, Inhalable",,,,,,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.102,0.0,0.0,0.0,0.11699999999999999,0.046,0.0,0.34600000000000003,0.455,,0.08900000000000001,0.36200000000000004,0.0,0.0,,0.91,0.0,22.02,0.0,0.0,0.05,0.0,0.0,0.0,0.59,0.12,0.0,https://www.allbud.com/marijuana-strains/hybrid/alien-og
,Diablo,"Flower, Inhalable",,,,,,0.0,0.006999999999999999,0.0,0.0,0.0,0.0,0.0,0.096,0.0,0.0,0.032,0.102,0.04,0.0,0.311,0.602,,0.081,0.36,0.0,0.0,,0.62,0.0,22.5,0.0,0.0,0.05,0.0,0.0,0.0,0.64,0.1,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/diablo
,OG 18,"Flower, Inhalable",,,,,,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.272,0.0,0.0,0.012,0.055,0.035,0.0,0.126,0.24600000000000002,,0.07400000000000001,0.439,0.0,0.0,,,,,,,,,,,,,,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/og-18
,Chocolate Kush,"Concentrate, Inhalable",,,,,,0.0,0.012,0.15,0.0,0.003,0.147,0.0,0.157,0.022000000000000002,0.044000000000000004,0.17300000000000001,0.547,0.08,0.0,1.704,0.085,,0.107,0.33899999999999997,0.0,0.0,,4.18,0.0,69.74,0.0,0.0,0.28,0.0,0.0,0.0,2.03,0.33,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/chocolate-kush
,Malawi (136 NR),"Concentrate, Inhalable",,,,,,0.0,0.0,0.113,0.016,0.0,0.006,0.0,0.051,0.0,0.03,0.48200000000000004,0.37799999999999995,0.046,0.0,1.288,0.36,,0.055999999999999994,0.115,0.0,0.0,,7.89,0.0,67.3,0.0,0.12,0.22,0.0,0.0,0.0,1.32,0.46,0.13,https://www.allbud.com/marijuana-strains/hybrid/malawi
,Sour Sherbert,"Concentrate, Inhalable",,,,,,0.0,0.012,0.34,0.0,0.013999999999999999,0.039,0.0,0.29,0.009000000000000001,0.032,0.499,1.248,0.171,0.0,3.2,0.728,,0.154,0.354,0.002,0.0,,8.05,0.0,63.09,0.0,0.08,0.19,0.0,0.0,0.0,1.63,0.29,0.13,https://www.allbud.com/marijuana-strains/hybrid/sour-sherbert
,Hindu Kush,"Concentrate, Inhalable",,,,,,0.0,0.0,0.071,0.0,0.0,0.023,0.0,0.14400000000000002,0.0,0.015,0.39399999999999996,0.434,0.011000000000000001,0.0,1.364,0.025,,0.017,0.07400000000000001,0.0,0.0,,8.19,0.0,72.4,0.0,0.08,0.32,0.0,0.0,0.0,1.56,0.27,0.24,https://www.allbud.com/marijuana-strains/indica/hindu-kush
,Moonstone Kush,"Flower, Inhalable",,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.026000000000000002,0.063,0.013999999999999999,0.0,0.172,0.8859999999999999,,0.036000000000000004,0.134,0.0,0.0,,0.82,0.0,24.05,0.0,0.0,0.08,0.0,0.0,0.0,0.45,0.11,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/moonstone-kush
,Titan OG,"Flower, Inhalable",,,,,,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.052000000000000005,0.146,0.043,0.0,0.446,0.629,,0.087,0.486,0.0,0.0,,0.65,0.0,20.3,0.0,0.0,0.04,0.0,0.0,0.0,0.45,0.1,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/titan-og
,Lemon Kush (RonT1),"Shatter, Concentrate, Inhalable",,,,,,0.0,0.0,0.05,0.0,0.015,0.106,0.0,0.011000000000000001,0.006,0.0,0.21600000000000003,0.033,0.005,0.0,0.09699999999999999,0.035,,0.003,0.004,0.0,0.0,,4.95,0.0,64.73,0.0,0.0,0.17,0.0,0.0,0.0,3.32,0.21,0.06,https://www.allbud.com/marijuana-strains/hybrid/lemon-kush
,Mango,"Indica, Flower, Inhalable",,,,,,0.0,0.005,0.008,0.0,0.0,0.0,0.0,0.053,0.204,0.002,0.08,0.08900000000000001,0.08800000000000001,0.0,0.235,0.46399999999999997,,0.054000000000000006,0.09699999999999999,0.0,0.0,,0.73,0.0,18.66,0.0,0.0,0.06,0.0,0.0,0.0,1.58,0.13,0.0,https://www.allbud.com/marijuana-strains/hybrid/mango
,24k Gold,"Flower, Inhalable",,,,,,0.0,0.011000000000000001,0.003,0.0,0.001,0.0,0.0,0.075,0.001,0.006999999999999999,0.0,0.07400000000000001,0.045,0.0,0.192,1.5830000000000002,,0.091,0.493,0.0,0.0,,0.43,0.0,24.35,0.0,0.0,0.09,0.0,0.0,0.0,0.5,0.18,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/24k-gold
,Green Candy,"Flower, Inhalable",,,,,,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.08900000000000001,0.22,0.003,0.07,0.078,0.057999999999999996,0.0,0.195,0.511,,0.042,0.14800000000000002,0.0,0.0,,1.21,0.0,16.8,0.0,0.0,0.05,0.0,0.0,0.0,1.31,0.14,0.02,https://www.allbud.com/marijuana-strains/hybrid/green-candy
,Gods Gift,"Flower, Inhalable",,,,,,0.0,0.003,0.009000000000000001,0.0,0.0,0.0,0.0,0.03,0.087,0.0,0.055999999999999994,0.133,0.142,0.0,0.278,0.5329999999999999,,0.066,0.067,0.0,0.0,,0.95,0.0,15.54,0.0,0.0,0.05,0.0,0.0,0.0,0.42,0.03,0.01,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/gods-gift
,Dawg Cookies,"Flower, Inhalable",,,,,,0.0,0.009000000000000001,0.006999999999999999,0.0,0.0,0.0,0.0,0.035,0.0,0.0,0.075,0.127,0.033,0.0,0.33,0.8220000000000001,,0.07,0.28300000000000003,0.0,0.0,,0.4,0.0,25.08,0.0,0.0,0.06,0.0,0.0,0.0,1.36,0.13,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/dawg-cookies
,Triangle Kush,"Indica, Flower, Inhalable",,,,,,0.0,0.02,0.001,0.0,0.002,0.0,0.0,0.094,0.0,0.016,0.0,0.087,0.06,0.0,0.28800000000000003,0.49200000000000005,,0.096,0.49700000000000005,0.0,0.0,,0.77,0.0,23.77,0.0,0.0,0.05,0.0,0.0,0.01,1.08,0.12,0.01,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/triangle-kush
,Valley Girl,"Flower, Inhalable",,,,,,0.0,0.027000000000000003,0.0,0.0,0.013999999999999999,0.0,0.0,0.223,0.0,0.025,0.0,0.061,0.073,0.0,0.191,0.361,,0.11199999999999999,0.6609999999999999,0.0,0.0,,0.7,0.0,21.71,0.0,0.0,0.04,0.0,0.0,0.0,0.95,0.1,0.01,https://www.allbud.com/marijuana-strains/hybrid/valley-girl
,Shangri LA,"Flower, Inhalable",,,,,,0.0,0.012,0.003,0.0,0.01,0.0,0.0,0.095,0.002,0.009000000000000001,0.02,0.069,0.045,0.0,0.257,0.588,,0.092,0.563,0.0,0.0,,0.99,0.0,22.32,0.0,0.0,0.07,0.0,0.0,0.0,0.42,0.25,0.03,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/shangri-la
,Super Kush,"Flower, Inhalable",,,,,,0.0,0.013999999999999999,0.01,0.0,0.008,0.0,0.0,0.006,0.001,0.006999999999999999,0.047,0.107,0.055999999999999994,0.0,0.348,0.336,,0.09699999999999999,0.596,0.0,0.0,,1.19,0.0,24.04,0.0,0.0,0.07,0.0,0.0,0.0,0.41,0.14,0.0,https://www.allbud.com/marijuana-strains/hybrid/super-kush
,Afghan Diesel,"CO2 Oil, Concentrate, Inhalable",,,,,,0.0,0.06,0.084,0.0,0.0,0.0,0.0,1.045,0.031,0.075,0.8440000000000001,1.0090000000000001,0.304,0.0,3.012,8.283999999999999,,0.503,3.484,0.0,0.0,,19.91,0.0,32.98,0.17,0.07,0.28,0.0,0.0,0.0,1.28,0.74,0.29,https://www.allbud.com/marijuana-strains/hybrid/afghan-diesel
,Sweet Jesus,"CO2 Oil, Concentrate, Inhalable",,,,,,0.0,0.047,0.28,0.0,0.0,1.3719999999999999,0.0,0.894,6.716,0.316,0.14400000000000002,1.079,1.1320000000000001,0.0,3.411,11.997,,0.568,2.05,0.0,0.0,,12.14,0.0,31.3,0.0,0.0,0.27,0.0,0.0,0.0,0.97,0.54,0.19,https://www.allbud.com/marijuana-strains/hybrid/sweet-jesus
,Harlequin x GDP,"Flower, Inhalable",,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018000000000000002,0.0,0.0,0.0,0.017,0.141,0.0,0.065,0.40399999999999997,,0.052000000000000005,0.06,0.0,0.0,,0.36,0.05,5.78,0.0,0.0,7.52,0.23,0.0,0.03,0.37,0.03,0.01,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/harlequin-x-gdp
,Mango Haze,"Flower, Inhalable",,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.035,0.361,0.0,0.10099999999999999,0.643,,0.14400000000000002,0.075,0.0,0.0,,0.29,0.15,20.2,0.0,0.0,0.08,0.0,0.0,0.02,0.2,0.04,0.0,https://www.allbud.com/marijuana-strains/hybrid/mango-haze
,Blue Zkittlez,"Flower, Inhalable",,,,,,0.0,0.0,0.0,0.0,0.0,0.017,0.0,0.027999999999999997,0.0,0.0,0.0,0.016,0.276,0.0,0.044000000000000004,0.5670000000000001,,0.10800000000000001,0.037000000000000005,0.0,0.0,,0.26,0.11,12.49,0.01,0.0,0.08,0.0,0.0,0.0,0.18,0.03,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/blue-zkittlez
,LA Confidential,"Concentrate, Inhalable",,,,,,0.0,0.028999999999999998,0.188,0.0,0.0,0.11199999999999999,0.0,0.102,0.033,0.057999999999999996,0.256,0.46799999999999997,0.21,0.0,1.5219999999999998,0.256,,0.26899999999999996,0.773,0.0,0.0,,2.69,0.0,71.78,0.0,0.0,0.16,0.0,0.0,0.0,1.73,0.25,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/la-confidential
,Laughing Buddha,"Flower, Inhalable",,,,,,0.0,0.023,0.0,0.0,0.006,0.0,0.0,0.057,0.0,0.016,0.0,0.136,0.055,0.0,0.46,0.319,,0.09,0.573,0.0,0.0,,0.76,0.0,26.38,0.0,0.0,0.07,0.0,0.0,0.0,0.68,0.11,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/laughing-buddha
,Blackjack,"Flower, Inhalable",,,,,,0.024,0.0,0.0,0.0,0.005,0.0,0.0,0.012,0.258,0.321,0.0,0.054000000000000006,0.037000000000000005,0.016,0.129,0.19399999999999998,,0.047,0.066,0.013000000000000001,0.0,,0.58,0.0,16.16,0.0,0.0,0.07,0.0,0.0,0.0,0.89,0.07,0.02,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/blackjack
,Grape Calyx,"Flower, Inhalable",,,,,,0.0,0.019,0.0,0.004,0.0,0.0,0.0,0.069,0.035,0.011000000000000001,0.0,0.045,0.265,0.0,0.133,0.386,,0.069,0.071,0.0,0.0,,0.64,0.0,21.86,0.0,0.0,0.06,0.0,0.0,0.0,0.48,0.17,0.03,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/grape-calyx
,Pennywise,"CBD, Flower, Inhalable",,,,,,0.005,0.005,0.009000000000000001,0.0,0.0,0.078,0.004,0.026000000000000002,0.0,0.147,0.04,0.059000000000000004,0.26,0.003,0.193,0.982,,0.125,0.128,0.003,0.0,,1.55,0.0,13.99,0.0,0.0,1.56,0.06,0.0,0.0,0.74,0.08,0.03,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/pennywise
,Wedding Cake,"Flower, Inhalable",,,,,,0.0,0.008,0.002,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.022000000000000002,0.053,0.455,0.0,0.205,0.7190000000000001,,0.21100000000000002,0.142,0.0,0.0,,0.51,0.0,18.49,0.0,0.0,0.06,0.0,0.0,0.0,0.35,0.06,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/wedding-cake
,Nubia,"Hybrid, Flower, Inhalable",,,,,,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.047,0.0,0.0,0.0,0.044000000000000004,0.23800000000000002,0.0,0.12,1.002,,0.084,0.09300000000000001,0.0,0.0,,0.45,0.0,0.19,0.0,0.0,11.89,4.74,0.15,0.43,0.34,0.16,0.3,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/nubia
,Great White Shark-517,"Concentrate, Inhalable",,,,,,0.0,0.011000000000000001,0.039,0.15,0.0,0.008,0.0,0.066,0.0,0.0,0.426,0.424,0.6920000000000001,0.0,0.993,1.135,,0.22899999999999998,0.307,0.0,0.0,,61.34,0.14,10.01,0.0,0.85,0.15,0.16,0.0,0.0,0.0,0.7,1.02,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/great-white-shark
,Blue Cookies,"Flower, Inhalable",,,,,,0.0,0.013000000000000001,0.0,0.0,0.0,0.0,0.0,0.105,0.0,0.0,0.0,0.166,0.05,0.0,0.451,0.341,,0.083,0.545,0.0,0.0,,0.54,0.0,27.97,0.0,0.0,0.07,0.0,0.0,0.0,1.5,0.07,0.01,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/blue-cookies
,Critical - Dosidos BHO,"Concentrate, Inhalable",,,,,,0.0,0.022000000000000002,0.044000000000000004,0.0,0.0,0.003,0.0,0.527,0.0,0.01,0.125,0.22699999999999998,0.08900000000000001,0.0,0.769,0.105,,0.129,0.405,0.004,0.0,,4.34,0.0,76.91,0.0,0.0,0.25,0.0,0.0,0.0,0.79,0.36,0.08,https://www.allbud.com/marijuana-strains/hybrid/critical
,Sherbet,"Concentrate, Inhalable",,,,,,0.0,0.009000000000000001,0.028999999999999998,0.0,0.005,0.0,0.0,0.205,0.0,0.0,0.131,0.364,0.033,0.0,0.917,0.051,,0.061,0.10400000000000001,0.0,0.0,,1.65,0.0,56.36,0.0,0.0,0.21,0.0,0.0,0.0,0.77,0.27,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/sherbet
,Purple Frost - Schamell #9,"Flower, Inhalable",,,,,,0.033,0.003,0.005,0.004,0.001,0.0,0.0,0.018000000000000002,0.011000000000000001,0.867,0.073,0.121,0.07,0.027000000000000003,0.34299999999999997,0.7,,0.11699999999999999,0.249,0.013999999999999999,0.0,,0.76,,21.69,0.0,0.0,0.08,0.0,0.0,0.02,0.19,0.08,0.01,https://www.allbud.com/marijuana-strains/hybrid/purple-frost
,Purple Trainwreck,"Flower, Inhalable",,,,,,0.026000000000000002,0.003,0.006999999999999999,0.006,0.004,0.005,0.004,0.069,0.006,0.618,0.165,0.132,0.055,0.02,0.348,0.342,,0.099,0.174,0.011000000000000001,0.001,,0.49,0.0,20.38,0.0,0.0,0.05,0.0,0.0,0.0,0.79,0.08,0.0,https://www.allbud.com/marijuana-strains/hybrid/purple-trainwreck
,Appalachia,"Flower, Inhalable",,,,,,0.0,0.006,0.01,0.0,0.002,0.017,0.0,0.12300000000000001,0.001,0.005,0.086,0.233,0.024,0.0,0.773,0.17300000000000001,,0.040999999999999995,0.272,0.0,0.0,,2.23,0.0,21.24,0.0,0.0,0.1,0.0,0.0,0.0,0.65,0.06,0.05,https://www.allbud.com/marijuana-strains/hybrid/appalachia
,Sour Headband,"Flower, Inhalable",,,,,,0.0,0.01,0.005,0.0,0.001,0.001,0.0,0.121,0.001,0.006,0.11599999999999999,0.18100000000000002,0.038,0.0,0.46799999999999997,0.415,,0.076,0.461,0.0,0.0,,0.58,0.0,23.77,0.0,0.0,0.08,0.0,0.0,0.0,0.5,0.13,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/sour-headband
,Synergy- Strawnana,"Concentrate, Inhalable",,,,,,0.0,0.0,0.109,0.0,0.0,0.0,0.0,0.0,0.13,0.01,0.023,0.11,0.024,0.0,0.382,0.073,,0.065,0.645,0.0,0.0,,1.71,0.0,84.43,0.0,0.0,0.22,0.0,0.0,0.0,1.55,0.49,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/synergy
,Pearly Gates,"Sativa, Flower, Inhalable",,,,,,0.0,0.017,0.006999999999999999,0.0,0.008,0.001,0.0,0.314,0.005,0.018000000000000002,0.02,0.263,0.068,0.0,0.669,0.21600000000000003,,0.11,0.846,0.001,0.0,,0.63,0.0,25.72,0.0,0.0,0.08,0.0,0.0,0.02,1.33,0.07,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/pearly-gates
,Master Kush,"Flower, Inhalable",,,,,,0.0,0.005,0.017,0.0,0.003,0.0,0.0,0.091,0.0,0.004,0.14300000000000002,0.129,0.018000000000000002,0.0,0.43700000000000006,0.099,,0.034,0.185,0.001,0.0,,1.4,0.0,13.43,0.0,0.0,0.03,0.0,0.0,0.0,0.37,0.04,0.02,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/master-kush
,Pre 98 Bubba Kush,"Flower, Inhalable",,,,,,0.0,0.006,0.006999999999999999,0.0,0.004,0.0,0.0,0.063,0.0,0.002,0.10300000000000001,0.054000000000000006,0.024,0.0,0.185,0.069,,0.040999999999999995,0.205,0.0,0.0,,1.73,0.0,12.99,0.0,0.01,0.03,0.0,0.0,0.0,0.22,0.03,0.02,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/pre-98-bubba-kush
,Electric Kool Aid,"Hybrid, Flower, Inhalable",,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.08,0.397,0.0,0.196,0.6809999999999999,,0.16699999999999998,0.098,0.0,0.0,,1.05,0.0,19.28,0.0,,0.05,0.0,0.0,0.03,0.15,0.04,,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/electric-kool-aid
,Fruity Chronic Juice,"Indica, Flower, Inhalable",,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.0,0.0,0.0,0.086,0.624,0.0,0.20800000000000002,0.36,,0.24,0.08900000000000001,0.0,0.0,,1.15,0.0,19.27,0.0,0.0,0.07,0.0,0.0,0.03,0.61,0.07,0.01,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/fruity-chronic-juice
,DJ Short Blueberry,"Indica, Flower, Inhalable",,,,,,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.38,0.569,0.0,0.07400000000000001,0.044000000000000004,0.023,0.204,0.12300000000000001,,0.062,0.10800000000000001,0.0,0.0,,2.33,0.0,16.0,,0.0,0.08,0.0,0.0,0.0,1.5,0.14,0.02,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/dj-short-blueberry
,PINEAPPLE KUSH,"Indica, Flower, Inhalable",,,,,,0.0,0.002,0.008,0.0,0.0,0.006,0.0,0.013999999999999999,0.207,0.0,0.018000000000000002,0.027000000000000003,0.183,0.0,0.091,0.402,,0.055999999999999994,0.024,0.0,0.0,,3.35,0.0,7.96,0.02,0.0,0.04,0.0,0.0,0.0,2.74,0.34,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/pineapple-kush
,Golden Lemons,"Concentrate, Inhalable",,,,,,0.049,0.01,0.17800000000000002,0.006999999999999999,0.0,0.0,0.0,0.063,0.20199999999999999,0.9159999999999999,0.14,0.38299999999999995,0.127,0.031,1.252,0.223,,0.16399999999999998,0.244,0.028999999999999998,0.013000000000000001,,13.0,0.0,63.63,0.12,0.13,0.15,0.0,0.0,0.0,4.88,0.6,0.08,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/golden-lemons
,NYC Diesel,"Flower, Inhalable",,,,,,0.0,0.009000000000000001,0.005,0.0,0.0,0.0,0.0,0.078,0.0,0.003,0.083,0.08800000000000001,0.061,0.0,0.29100000000000004,0.64,,0.07,0.307,0.0,0.0,,0.65,0.0,21.46,0.0,0.0,0.04,0.0,0.0,0.0,0.67,0.12,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/nyc-diesel
,OZ Kush,"Concentrate, Inhalable",,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051,0.0,0.0,0.2,0.098,0.0,0.0,0.188,0.017,,0.004,0.045,0.0,0.0,,89.42,0.0,,0.0,0.27,0.0,0.19,0.0,0.0,0.0,1.16,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/oz-kush
,Yoda OG,"Indica, Flower, Inhalable",,,,,,0.0,0.016,0.004,0.0,0.006,0.0,0.0,0.128,0.0,0.005,0.031,0.095,0.052000000000000005,0.0,0.316,1.558,,0.107,0.483,0.0,0.0,,0.57,0.0,21.56,0.0,0.0,0.05,0.0,0.0,0.0,0.14,0.13,0.0,https://www.allbud.com/marijuana-strains/hybrid/yoda-og
,Blueberry Dream,"Flower, Inhalable",,,,,,0.0,0.006999999999999999,0.024,0.003,0.0,0.0,0.0,0.047,0.0,0.0,0.075,0.113,0.386,0.0,0.307,0.9259999999999999,,0.158,0.087,0.0,0.0,,7.74,0.0,10.22,0.0,0.11,0.08,0.0,0.0,0.0,0.16,0.07,0.09,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/blueberry-dream
,Truth,"Flower, Inhalable",,,,,,0.0,0.006999999999999999,0.002,0.0,0.006,0.135,0.0,0.03,0.001,0.005,0.013000000000000001,0.018000000000000002,0.187,0.0,0.065,1.043,,0.107,0.222,0.0,0.0,,1.28,0.0,16.22,0.0,0.0,0.05,0.0,0.0,0.0,0.14,0.02,0.03,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/truth
,Beyond Blue Dream,"Sativa, Flower, Inhalable",,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098,0.0,0.0,0.0,0.09300000000000001,0.41,0.0,0.304,1.07,,0.184,0.138,0.0,0.0,,0.61,0.0,21.97,0.0,0.0,0.06,0.0,0.0,0.02,0.19,0.05,0.0,https://www.allbud.com/marijuana-strains/hybrid/beyond-blue-dream
,Snowland,"Sativa, Flower, Inhalable",,,,,,0.035,0.0,0.0,0.0,0.0,0.028999999999999998,0.0,0.0,0.113,0.733,0.0,0.0,0.055,0.026000000000000002,0.067,0.18600000000000003,,0.09699999999999999,0.17600000000000002,0.0,0.0,,1.52,0.0,22.61,,0.0,0.05,0.0,0.0,0.0,2.13,0.14,0.04,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/snowland
,Jack Haze,"Sativa, Flower, Inhalable",,,,,,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.066,0.685,0.0,0.076,0.035,0.022000000000000002,0.22699999999999998,0.069,,0.057,0.068,0.01,0.0,,1.38,0.0,14.87,0.0,0.0,0.05,0.0,0.0,0.0,0.28,0.09,0.01,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/jack-haze
,Lemon Fire,"Hybrid, Flower, Inhalable",,,,,,0.0,0.005,0.002,0.0,0.0,0.0,0.0,0.11699999999999999,0.0,0.005,0.078,0.085,0.023,0.0,0.258,0.451,,0.046,0.23,0.0,0.0,,0.59,0.0,20.96,0.0,0.0,0.05,0.0,0.0,0.0,0.23,0.05,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/lemon-fire
,Blackberry Cream,"Indica, Flower, Inhalable",,,,,,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.042,0.025,0.003,0.0,0.04,0.284,0.0,0.149,0.34,,0.08800000000000001,0.121,0.0,0.0,,0.91,0.0,12.25,0.0,0.0,0.04,0.0,0.0,0.0,0.3,0.02,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/blackberry-cream
,Green Ribbon,"Flower, Inhalable",,,,,,0.0,0.004,0.006999999999999999,0.0,0.0,0.125,0.0,0.045,0.0,0.0,0.073,0.040999999999999995,0.018000000000000002,0.0,0.139,0.446,,0.038,0.131,0.0,0.0,,0.3,0.0,17.83,0.0,0.0,0.04,0.0,0.0,0.0,0.36,0.11,0.0,https://www.allbud.com/marijuana-strains/hybrid/green-ribbon
,Strawberry Lemonade,"Flower, Inhalable",,,,,,0.0,0.002,0.004,0.0,0.0,0.034,0.0,0.054000000000000006,0.05,0.0,0.052000000000000005,0.038,0.011000000000000001,0.0,0.142,1.097,,0.028999999999999998,0.078,0.0,0.0,,0.84,0.0,23.06,0.0,0.0,0.08,0.0,0.0,0.0,0.24,0.12,0.0,https://www.allbud.com/marijuana-strains/hybrid/strawberry-lemonade
,Double Dream,"Flower, Inhalable",,,,,,0.0,0.009000000000000001,0.01,0.002,0.0,0.0,0.0,0.064,0.0,0.003,0.040999999999999995,0.068,0.545,0.0,0.198,0.736,,0.23600000000000002,0.078,0.0,0.0,,0.72,0.0,23.89,0.0,0.0,0.09,0.0,0.0,0.0,0.18,0.06,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/double-dream
,Lemon Drop,"Concentrate, Inhalable",,,,,,0.0,0.0,0.09699999999999999,0.0,0.016,0.22699999999999998,0.0,0.086,0.0,0.0,0.272,0.11,0.0,0.0,0.273,0.0,,0.0,0.0,0.0,0.0,,4.41,0.0,74.11,0.0,0.0,0.27,0.0,0.0,0.0,4.3,0.52,0.1,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/lemon-drop
,OG Glue,"Hybrid, Flower, Inhalable",,,,,,0.0,0.006999999999999999,0.0,0.0,0.005,0.0,0.0,0.034,0.0,0.0,0.0,0.131,0.028999999999999998,0.0,0.45799999999999996,0.17800000000000002,,0.055999999999999994,0.252,0.0,0.0,,1.86,0.0,18.31,0.0,0.0,0.01,0.0,0.0,0.02,0.27,0.05,0.01,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/og-glue
,Godfather OG,"Flower, Inhalable",,,,,,0.0,0.0,0.003,0.006,0.0,0.026000000000000002,0.0,0.005,0.013000000000000001,0.0,0.024,0.024,0.002,0.0,0.059000000000000004,0.5,,0.006999999999999999,0.005,0.001,0.0,,2.25,0.0,13.02,0.0,0.02,0.05,0.0,0.0,0.0,0.17,0.02,0.04,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/godfather-og
,Chocolate Thai,"Flower, Inhalable",,,,,,0.0,0.0,0.009000000000000001,0.0,0.0,0.0,0.0,0.009000000000000001,0.0,0.0,0.024,0.1,0.10300000000000001,0.0,0.287,0.75,,0.054000000000000006,0.018000000000000002,0.0,0.0,,1.89,0.0,20.78,0.0,0.0,0.05,0.0,0.0,0.0,0.17,0.06,0.05,https://www.allbud.com/marijuana-strains/hybrid/chocolate-thai
