Test Result UID,Sample Name,Sample Type,cis-Nerolidol,trans-Nerolidol,trans-Nerolidol 1,trans-Nerolidol 2,trans-Ocimene,3-Carene,Camphene,Caryophyllene Oxide,Eucalyptol,Geraniol,Guaiol,Isopulegol,Linalool,Ocimene,Terpinolene,alpha-Bisabolol,alpha-Humulene,alpha-Pinene,alpha-Terpinene,beta-Caryophyllene,beta-Myrcene,beta-Ocimene,beta-Pinene,delta-Limonene,gamma-Terpinene,p-Cymene,delta-9 THC-A,delta-9 THC,delta-8 THC,THC-A,THCV,CBN,CBD-A,CBD,CBDV,CBDV-A,delta-9 CBG-A,delta-9 CBG,CBC,URL
,Hollyweed (SG ind),"Flower, Inhalable",,,,,,0.0,0.009000000000000001,0.013999999999999999,0.0,0.0,0.003,0.0,0.233,0.0,0.009000000000000001,0.09,0.221,0.038,0.0,0.722,0.875,,0.07200000000000001,0.47600000000000003,0.0,0.0,,0.91,0.01,25.48,0.03,0.0,0.07,0.0,0.0,0.0,0.87,0.13,0.01,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/hollyweed
,Big Sur Holy Weed,"Flower, Inhalable",,,,,,0.0,0.016,0.011000000000000001,0.0,0.006,0.0,0.0,0.078,0.67,0.008,0.034,0.085,0.47200000000000003,0.0,0.25,0.56,,0.23600000000000002,0.586,0.0,0.0,,1.66,0.01,19.04,0.01,0.0,0.07,0.0,0.0,0.0,0.28,0.12,0.02,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/big-sur-holy-weed
,Purple Pineapple,"Flower, Inhalable",,,,,,0.0,0.002,0.003,0.0,0.0,0.0,0.0,0.081,0.011000000000000001,0.0,0.026000000000000002,0.051,0.091,0.0,0.19399999999999998,0.026000000000000002,,0.066,0.304,0.0,0.0,,0.82,0.0,17.73,0.02,0.0,0.05,0.0,0.0,0.0,0.51,0.08,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/purple-pineapple
,Blue Cheese,"Flower, Inhalable",,,,,,0.0,0.004,0.003,0.0,0.0,0.0,0.0,0.021,0.032,0.0,0.018000000000000002,0.019,0.067,0.0,0.065,0.568,,0.045,0.075,0.0,0.0,,0.33,0.02,17.65,0.01,0.0,0.04,0.0,0.01,0.0,0.31,0.06,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/blue-cheese
,Jack Herer (18901),"Flower, Inhalable",,,,,,0.023,0.0,0.017,0.004,0.0,0.002,0.004,0.013000000000000001,0.11199999999999999,0.47600000000000003,0.006,0.136,0.04,0.012,0.332,0.069,,0.063,0.057999999999999996,0.008,0.001,,1.01,0.0,15.48,0.0,0.0,0.08,0.0,0.0,0.0,0.96,0.17,0.0,https://www.allbud.com/marijuana-strains/sativa/jack-herer
,OG (0902),"Flower, Inhalable",,,,,,0.0,0.013000000000000001,0.011000000000000001,0.0,0.004,0.0,0.0,0.124,0.0,0.012,0.045,0.17300000000000001,0.047,0.0,0.53,0.7240000000000001,,0.09300000000000001,0.491,0.0,0.0,,3.12,0.0,16.63,0.02,0.0,0.05,0.0,0.0,0.0,0.5,0.19,0.05,https://www.allbud.com/marijuana-strains/indica/og
,Trainwreck (4504),"Flower, Inhalable",,,,,,0.027000000000000003,0.002,0.027000000000000003,0.008,0.0,0.002,0.012,0.017,0.28800000000000003,0.795,0.040999999999999995,0.146,0.054000000000000006,0.018000000000000002,0.49200000000000005,0.261,,0.09,0.243,0.011000000000000001,0.0,,1.0,0.02,14.69,0.0,0.0,0.06,0.0,0.0,0.0,1.25,0.1,0.06,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/trainwreck
,Nurse Jackie (12811),"Flower, Inhalable",,,,,,0.026000000000000002,0.0,0.01,0.003,0.0,0.156,0.0,0.031,0.006999999999999999,0.563,0.054000000000000006,0.11800000000000001,0.053,0.009000000000000001,0.289,0.428,,0.096,0.142,0.009000000000000001,0.001,,1.81,0.0,16.69,0.0,0.0,0.06,0.0,0.0,0.0,1.01,0.07,0.02,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/nurse-jackie
,Clementine,"Concentrate, Inhalable",,,,,,0.0,0.0,0.03,0.006999999999999999,0.0,0.0,0.0,0.20600000000000002,0.019,0.057999999999999996,0.053,0.203,0.0,0.0,0.518,0.040999999999999995,,0.0,0.035,0.01,0.0,,1.1,0.07,79.44,0.03,0.0,0.2,0.0,0.0,0.0,4.34,0.29,0.0,https://www.allbud.com/marijuana-strains/hybrid/clementine
,Diamond OG,"Concentrate, Inhalable",,,,,,0.0,0.0,0.073,0.0,0.0,0.040999999999999995,0.026000000000000002,0.20800000000000002,0.0,0.0,0.13699999999999998,0.177,0.0,0.0,0.494,0.0,,0.0,0.01,0.0,0.0,,6.11,0.1,72.86,0.06,0.0,0.22,0.0,0.0,0.0,2.02,0.32,0.3,https://www.allbud.com/marijuana-strains/hybrid/diamond-og
,Jungle Juice,"Concentrate, Inhalable",,,,,,0.0,0.0,0.114,0.006999999999999999,0.0,0.099,0.008,0.105,0.0,0.0,0.355,0.38299999999999995,0.008,0.0,1.084,0.012,,0.0,0.0,0.0,0.0,,2.31,0.09,72.93,0.07,0.0,0.23,0.0,0.0,0.0,2.09,0.2,0.1,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/jungle-juice
,Tropicali (H2O),"Concentrate, Inhalable",,,,,,0.0,0.021,0.021,0.0,0.0,0.13,0.0,0.115,0.0,0.032,0.027000000000000003,0.122,0.061,0.0,0.391,1.608,,0.124,0.687,0.0,0.0,,1.11,0.0,74.02,0.04,0.0,0.18,0.0,0.0,0.0,3.83,0.37,0.06,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/tropicali
,Double Tangie Banana (Rosin),"Concentrate, Inhalable",,,,,,0.019,0.0,0.042,0.012,0.0,0.136,0.04,0.18899999999999997,0.0,0.765,0.047,0.10099999999999999,0.07400000000000001,0.0,0.32,0.212,,0.174,0.278,0.02,0.0,,6.26,0.0,70.58,0.13,0.0,0.3,0.0,0.0,0.0,2.71,0.66,0.13,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/double-tangie-banana
,Banana OG,"Concentrate, Inhalable",,,,,,0.0,0.015,0.079,0.0,0.0,0.0,0.0,0.13,0.0,0.012,0.003,0.132,0.042,0.0,0.431,0.043,,0.077,0.21600000000000003,0.0,0.0,,4.87,0.13,68.88,0.06,0.0,0.25,0.0,0.03,0.0,0.48,0.28,0.22,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/banana-og
,Mojito,"Concentrate, Inhalable",,,,,,0.0,0.0,0.032,0.0,0.0,0.0,0.0,0.054000000000000006,0.0,0.009000000000000001,0.012,0.068,0.033,0.0,0.18600000000000003,0.013999999999999999,,0.006999999999999999,0.0,0.0,0.0,,8.99,0.13,72.01,0.08,0.09,0.28,0.0,0.0,0.0,2.4,0.54,0.24,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/mojito
,Green Dragon (Live Resin),"Concentrate, Inhalable",,,,,,0.0,0.0,0.081,0.0,0.0,0.0,0.0,0.23,0.0,0.026000000000000002,0.024,0.163,0.0,0.0,0.48700000000000004,0.04,,0.0,0.132,0.0,0.0,,2.93,0.0,80.66,0.03,0.0,0.19,0.0,0.03,0.0,1.33,0.7,0.18,https://www.allbud.com/marijuana-strains/indica/green-dragon
,Sunset Sherbet,"Flower, Inhalable",,,,,,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.085,0.0,0.0,0.003,0.067,0.009000000000000001,0.0,0.17800000000000002,0.092,,0.017,0.122,0.0,0.0,,0.43,0.0,20.82,0.01,0.0,0.07,0.0,0.0,0.03,0.58,0.1,0.01,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/sunset-sherbet
,Super Skunk,"Sativa, Flower, Inhalable",,,,,,0.0,0.005,0.01,0.0,0.0,0.0,0.0,0.087,0.0,0.004,0.0,0.18100000000000002,0.013999999999999999,0.0,0.442,0.21899999999999997,,0.026000000000000002,0.154,0.0,0.0,,0.31,0.0,14.74,0.01,0.0,0.05,0.0,0.0,0.01,0.2,0.06,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/super-skunk
,Purple Afghani,"Indica, Flower, Inhalable",,,,,,0.0,0.012,0.01,0.0,0.0,0.0,0.0,0.076,0.0,0.008,0.057999999999999996,0.059000000000000004,0.037000000000000005,0.0,0.171,0.24100000000000002,,0.064,0.45,0.0,0.0,,0.25,0.01,23.95,0.01,0.0,0.07,0.0,0.0,0.02,1.13,0.09,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/purple-afghani
,Chernobyl (52983)--,"Flower, Inhalable",,,,,,0.022000000000000002,0.0,0.013000000000000001,0.003,0.001,0.055,0.01,0.024,0.009000000000000001,0.667,0.043,0.08800000000000001,0.034,0.018000000000000002,0.311,0.451,,0.064,0.14400000000000002,0.011000000000000001,0.002,,0.59,0.0,13.19,0.0,0.0,0.04,0.0,0.0,0.0,0.31,0.06,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/chernobyl
,SFV OG (52987),"Flower, Inhalable",,,,,,0.0,0.01,0.009000000000000001,0.0,0.016,0.001,0.0,0.14400000000000002,0.001,0.017,0.028999999999999998,0.09,0.043,0.0,0.271,0.622,,0.086,0.503,0.0,0.0,,0.96,0.0,21.66,0.0,0.0,0.05,0.0,0.0,0.0,0.89,0.14,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/sfv-og
,Crockett Confidential (53004)--,"Flower, Inhalable",,,,,,0.0,0.004,0.003,0.0,0.008,0.0,0.0,0.078,0.0,0.003,0.027000000000000003,0.06,0.025,0.0,0.196,0.055999999999999994,,0.042,0.19399999999999998,0.0,0.0,,0.39,0.0,16.85,0.0,0.0,0.04,0.0,0.0,0.0,0.2,0.08,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/crockett-confidential
,Chocolope Kush,"Indica, Flower, Inhalable",,,,,,0.0,0.011000000000000001,0.008,0.0,0.0,0.044000000000000004,0.0,0.185,0.0,0.006999999999999999,0.0,0.05,0.039,0.0,0.11199999999999999,0.636,,0.062,0.336,0.0,0.0,,0.73,0.0,22.82,0.0,0.0,0.09,0.0,0.0,0.0,0.79,0.1,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/chocolope-kush
,Slymer,"Flower, Inhalable",,,,,,0.039,0.006,0.004,0.006999999999999999,0.006999999999999999,0.1,0.006999999999999999,0.039,0.031,1.025,0.12300000000000001,0.065,0.086,0.03,0.22,0.377,,0.145,0.26899999999999996,0.019,0.002,,1.42,0.01,23.18,0.12,0.0,0.08,0.0,0.0,0.0,0.84,0.15,0.04,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/slymer
,Orange Cream,"Hybrid, Flower, Inhalable",,,,,,0.033,0.004,0.013000000000000001,0.0,0.0,0.0,0.0,0.026000000000000002,0.012,0.9259999999999999,0.0,0.081,0.053,0.028999999999999998,0.085,0.337,,0.08,0.124,0.016,0.0,,1.2,0.0,17.8,0.0,0.0,0.07,0.0,0.0,0.0,1.03,0.09,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/orange-cream
,Strawberry Fields,"Sativa, Flower, Inhalable",,,,,,0.0,0.0,0.022000000000000002,0.0,0.0,0.05,0.0,0.040999999999999995,0.061,0.025,0.0,0.085,0.008,0.0,0.102,0.626,,0.016,0.024,0.0,0.0,,0.46,0.01,21.72,0.0,0.0,0.13,0.0,0.01,0.0,0.99,0.16,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/strawberry-fields
,Harlequin,"Flower, Inhalable",,,,,,0.0,0.005,0.011000000000000001,0.0,0.0,0.055999999999999994,0.0,0.028999999999999998,0.066,0.03,0.0,0.057,0.096,0.0,0.121,0.40399999999999997,,0.057,0.071,0.0,0.0,,0.05,0.0,0.3,0.0,0.0,8.63,0.24,0.0,0.04,0.2,0.02,0.05,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/harlequin
,Lucky Charms (LC),"Flower, Inhalable",,,,,,0.0,0.01,0.018000000000000002,0.0,0.0,0.0,0.0,0.10099999999999999,0.0,0.035,0.046,0.205,0.027999999999999997,0.0,0.5870000000000001,0.146,,0.06,0.184,0.0,0.0,,0.68,0.04,23.0,0.0,0.0,0.07,0.0,0.0,0.0,0.49,0.06,0.0,https://www.allbud.com/marijuana-strains/hybrid/lucky-charms
,Pine Tar Kush (tar),"Flower, Inhalable",,,,,,0.0,0.011000000000000001,0.012,0.0,0.0,0.0,0.0,0.107,0.0,0.031,0.0,0.11900000000000001,0.03,0.0,0.342,0.385,,0.06,0.188,0.0,0.0,,0.37,0.03,27.22,0.0,0.0,0.08,0.0,0.0,0.0,0.4,0.21,0.0,https://www.allbud.com/marijuana-strains/indica/pine-tar-kush
,Lemon Thai,"Concentrate, Inhalable",,,,,,0.0,0.016,0.175,0.039,0.0,0.165,0.0,0.075,0.0,0.024,0.25,0.359,0.083,0.0,1.1440000000000001,0.21,,0.078,0.19,0.0,0.0,,2.08,0.0,63.02,0.1,0.0,0.17,0.0,0.0,0.0,2.6,0.16,0.11,https://www.allbud.com/marijuana-strains/hybrid/lemon-thai
,Afternoon Delight,"Flower, Inhalable",,,,,,0.042,0.006,0.0,0.0,0.0,0.055999999999999994,0.0,0.07200000000000001,0.0,0.409,0.0,0.035,0.055999999999999994,0.039,0.055,0.158,,0.07200000000000001,0.13,0.0,0.0,,1.24,0.0,17.11,0.0,0.0,0.11,0.0,0.0,0.0,0.15,0.05,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/afternoon-delight
,Kush-it (3609),"Flower, Inhalable",,,,,,0.0,0.006999999999999999,0.011000000000000001,0.0,0.033,0.0,0.0,0.055,0.039,0.031,0.008,0.0,0.26,0.0,0.14,0.8029999999999999,,0.086,0.098,0.0,0.0,,1.34,0.0,20.04,0.01,0.0,0.06,0.0,0.0,0.0,0.42,0.11,0.02,https://www.allbud.com/marijuana-strains/hybrid/kush
,OG Purps (1702),"Flower, Inhalable",,,,,,0.0,0.009000000000000001,0.021,0.0,0.0,0.094,0.0,0.043,0.02,0.026000000000000002,0.049,0.121,0.218,0.0,0.369,0.852,,0.099,0.139,0.0,0.0,,1.4,0.01,19.84,0.06,0.0,0.07,0.0,0.0,0.0,0.2,0.07,0.02,https://www.allbud.com/marijuana-strains/hybrid/og-purps
,Jilly Bean (12603),"Flower, Inhalable",,,,,,0.0,0.005,0.012,0.012,0.0,0.0,0.0,0.038,0.027999999999999997,0.0,0.057,0.09,0.187,0.0,0.244,0.15,,0.06,0.038,0.0,0.0,,0.96,0.0,12.27,0.03,0.0,0.04,0.0,0.0,0.0,0.35,0.04,0.02,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/jilly-bean
,Afghan Haze,"Hybrid, Flower, Inhalable",,,,,,0.0,0.022000000000000002,0.01,0.0,0.0,0.0,0.0,0.053,0.0,0.015,0.036000000000000004,0.105,0.065,0.0,0.253,0.162,,0.11,0.777,0.0,0.0,,0.29,0.01,24.8,0.02,0.0,0.09,0.0,0.0,0.0,1.29,0.13,0.03,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/afghan-haze
,Purple Haze,"Sativa, Flower, Inhalable",,,,,,0.0,0.011000000000000001,0.01,0.0,0.0,0.044000000000000004,0.0,0.052000000000000005,0.0,0.011000000000000001,0.0,0.11900000000000001,0.022000000000000002,0.0,0.306,0.24,,0.036000000000000004,0.20600000000000002,0.0,0.0,,0.11,0.0,10.49,0.01,0.0,0.04,0.0,0.0,0.0,0.15,0.01,0.02,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/purple-haze
,Green Haze,"Sativa, Flower, Inhalable",,,,,,0.0,0.01,0.012,0.0,0.0,0.0,0.0,0.11199999999999999,0.0,0.01,0.0,0.115,0.023,0.0,0.242,0.445,,0.04,0.191,0.0,0.0,,0.19,0.0,17.79,0.02,0.0,0.17,0.0,0.0,0.0,0.7,0.07,0.07,https://www.allbud.com/marijuana-strains/hybrid/green-haze
,Northern Lights,"Indica, Flower, Inhalable",,,,,,0.0,0.025,0.01,0.0,0.0,0.0,0.0,0.057999999999999996,0.0,0.016,0.0,0.073,0.08,0.0,0.174,0.16699999999999998,,0.136,0.975,0.008,0.0,,0.33,0.0,25.27,0.02,0.0,0.09,0.0,0.0,0.0,1.19,0.17,0.02,https://www.allbud.com/marijuana-strains/indica/northern-lights
,Green Goblin,"Sativa, Flower, Inhalable",,,,,,0.0,0.012,0.013000000000000001,0.0,0.0,0.0,0.0,0.047,0.0,0.01,0.0,0.059000000000000004,0.309,0.0,0.131,1.2770000000000001,,0.153,0.149,0.0,0.0,,0.43,0.0,15.47,0.02,0.0,0.05,0.0,0.0,0.0,0.73,0.04,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/green-goblin
,Critical Cure (2016),"Flower, Inhalable",,,,,,0.0,0.0,0.012,0.0,0.0,0.063,0.0,0.066,0.0,0.027000000000000003,0.115,0.076,0.016,0.0,0.203,0.275,,0.04,0.136,0.0,0.0,,0.39,0.0,7.61,0.06,0.0,12.64,0.16,0.0,0.07,1.23,0.08,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/critical-cure
,Cracker Jack (Crack),"Flower, Inhalable",,,,,,0.05,0.0,0.01,0.011000000000000001,0.0,0.0,0.0,0.0,0.146,0.745,0.0,0.11900000000000001,0.065,0.046,0.284,0.109,,0.085,0.094,0.0,0.0,,1.09,0.0,21.74,0.01,0.0,0.08,0.0,0.0,0.0,1.05,0.16,0.0,https://www.allbud.com/marijuana-strains/hybrid/cracker-jack
,Kosher Kush (KK),"Flower, Inhalable",,,,,,0.0,0.019,0.008,0.0,0.04,0.0,0.0,0.24100000000000002,0.0,0.033,0.012,0.09,0.062,0.0,0.22399999999999998,0.267,,0.099,0.42,0.0,0.0,,3.28,0.02,24.09,0.04,0.0,0.07,0.0,0.0,0.0,0.75,0.11,0.04,https://www.allbud.com/marijuana-strains/indica/kosher-kush
,PBJ,"Flower, Inhalable",,,,,,0.0,0.004,0.01,0.0,0.0,0.067,0.0,0.037000000000000005,0.0,0.038,0.0,0.061,0.092,0.0,0.091,0.217,,0.051,0.043,0.0,0.0,,0.15,0.0,0.45,0.02,0.0,11.26,1.16,0.04,0.39,0.18,0.07,0.09,https://www.allbud.com/marijuana-strains/hybrid/pbj
,Wifi,"Flower, Inhalable",,,,,,0.0,0.017,0.009000000000000001,0.0,0.032,0.0,0.0,0.09699999999999999,0.0,0.03,0.0,0.059000000000000004,0.057,0.0,0.13,0.109,,0.08900000000000001,0.276,0.0,0.0,,0.63,0.0,21.26,0.01,0.0,0.08,0.0,0.0,0.0,0.9,0.09,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/wifi
,Yeti OG (South Lake Farms),"Flower, Inhalable",,,,,,0.0,0.004,0.009000000000000001,0.002,0.0,0.0,0.0,0.012,0.0,0.003,0.036000000000000004,0.076,0.017,0.0,0.245,0.2,,0.032,0.19699999999999998,0.0,0.0,,0.59,0.01,17.09,0.02,0.0,0.06,0.0,0.0,0.0,0.49,0.1,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/yeti-og
,Cherry OG (South Lake Farms),"Flower, Inhalable",,,,,,0.0,0.008,0.022000000000000002,0.0,0.0,0.0,0.0,0.035,0.068,0.004,0.07400000000000001,0.121,0.638,0.0,0.373,0.518,,0.156,0.111,0.001,0.0,,1.74,0.02,23.61,0.02,0.0,0.06,0.0,0.0,0.0,0.36,0.1,0.05,https://www.allbud.com/marijuana-strains/hybrid/cherry-og
,Medusa (South Lake Farms),"Flower, Inhalable",,,,,,0.0,0.004,0.009000000000000001,0.001,0.0,0.001,0.0,0.051,0.09300000000000001,0.002,0.015,0.08199999999999999,0.142,0.0,0.158,0.7809999999999999,,0.036000000000000004,0.045,0.0,0.0,,1.22,0.02,14.55,0.01,0.0,0.06,0.0,0.0,0.0,0.59,0.06,0.06,https://www.allbud.com/marijuana-strains/hybrid/medusa
,Super Lemon Haze (South Lake Farms),"Flower, Inhalable",,,,,,0.003,0.003,0.013999999999999999,0.008,0.002,0.08800000000000001,0.0,0.036000000000000004,0.032,0.10099999999999999,0.053,0.171,0.015,0.003,0.539,0.237,,0.025,0.136,0.001,0.001,,0.52,0.01,18.34,0.03,0.0,0.09,0.0,0.0,0.0,0.66,0.09,0.05,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/super-lemon-haze
,Cheese Quake (South Lake Farms),"Flower, Inhalable",,,,,,0.013999999999999999,0.002,0.008,0.003,0.001,0.05,0.006999999999999999,0.06,0.028999999999999998,0.442,0.013000000000000001,0.066,0.076,0.009000000000000001,0.2,0.401,,0.068,0.09699999999999999,0.006999999999999999,0.001,,0.68,0.02,17.48,0.02,0.0,0.05,0.0,0.0,0.0,0.24,0.04,0.02,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/cheese-quake
,Platinum Cookies (South Lake Farms),"Flower, Inhalable",,,,,,0.0,0.006,0.021,0.0,0.001,0.002,0.0,0.095,0.0,0.005,0.08800000000000001,0.281,0.022000000000000002,0.0,0.684,0.244,,0.04,0.275,0.0,0.0,,0.58,0.02,21.86,0.01,0.0,0.07,0.0,0.0,0.03,2.13,0.07,0.06,https://www.allbud.com/marijuana-strains/hybrid/platinum-cookies
,Chem Dawg (South Lake Farms),"Flower, Inhalable",,,,,,0.0,0.006,0.005,0.0,0.002,0.0,0.002,0.059000000000000004,0.0,0.004,0.01,0.07400000000000001,0.023,0.0,0.22899999999999998,0.785,,0.046,0.21100000000000002,0.0,0.0,,0.85,0.0,25.98,0.02,0.0,0.09,0.0,0.0,0.0,0.38,0.14,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/chem-dawg
,Purple Dream (South Lake Farms),"Flower, Inhalable",,,,,,0.0,0.002,0.0,0.0,0.002,0.01,0.0,0.018000000000000002,0.075,0.002,0.027999999999999997,0.045,0.33899999999999997,0.0,0.146,0.8740000000000001,,0.10300000000000001,0.045,0.0,0.0,,0.73,0.0,22.58,0.02,0.0,0.07,0.0,0.0,0.0,0.67,0.09,0.0,https://www.allbud.com/marijuana-strains/hybrid/purple-dream
,Chemdawg (Rising Sun),"Concentrate, Inhalable",,,,,,0.0,0.0,0.081,0.0,0.004,0.0,0.0,0.069,0.0,0.005,0.26,0.368,0.05,0.0,1.0090000000000001,0.207,,0.054000000000000006,0.214,0.0,0.0,,8.24,0.05,67.35,0.13,0.0,0.17,0.0,0.0,0.0,1.12,0.25,0.07,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/chemdawg
,Dream Queen,"Concentrate, Inhalable",,,,,,0.0,0.015,0.045,0.0,0.0,0.0,0.0,0.28,0.107,0.0,0.364,0.336,0.285,0.0,0.78,0.32899999999999996,,0.162,0.16699999999999998,0.0,0.0,,3.23,0.0,70.78,0.11,0.0,0.15,0.0,0.0,0.0,4.02,0.66,0.12,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/dream-queen
,Granddaddy Purple,"Concentrate, Inhalable",,,,,,0.0,0.0,0.214,0.0,0.011000000000000001,0.027999999999999997,0.0,7.08,0.0,0.017,0.514,4.672,0.040999999999999995,0.0,1.686,0.187,,0.0,0.006,0.0,0.0,,45.65,0.0,6.16,0.76,2.21,0.07,0.11,0.0,0.0,0.19,0.92,0.68,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/granddaddy-purple
,Jack Frost,"Essential Oil, Infused, Other",,,,,,1.044,0.015,0.149,0.282,0.036000000000000004,0.009000000000000001,0.141,0.17600000000000002,1.155,24.326,0.055999999999999994,4.6739999999999995,1.766,1.061,11.855,1.557,,3.014,2.457,0.871,0.135,,,,,,,,,,,,,,https://www.allbud.com/marijuana-strains/hybrid/jack-frost
,zkittlez,"Essential Oil, Infused, Other",,,,,,0.0,0.134,0.11199999999999999,0.139,0.102,0.0,0.0,6.778,0.04,0.122,0.069,10.474,0.544,0.0,32.262,0.396,,0.953,7.029,0.036000000000000004,0.0,,,,,,,,,,,,,,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/zkittlez
,Cherry Puff,"Essential Oil, Infused, Other",,,,,,0.0,0.495,0.14300000000000002,0.021,0.039,0.0,0.098,0.674,1.5519999999999998,0.452,0.062,2.457,9.763,0.022000000000000002,8.75,13.669,,5.643,9.207,0.037000000000000005,0.009000000000000001,,,,,,,,,,,,,,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/cherry-puff
,Cheese,"Essential Oil, Infused, Other",,,,,,0.0,0.16399999999999998,0.156,0.129,0.019,0.008,0.0,2.276,0.027000000000000003,0.18600000000000003,0.02,4.755,0.607,0.016,12.064,1.8940000000000001,,1.123,7.745,0.035,0.0,,,,,,,,,,,,,,https://www.allbud.com/marijuana-strains/indica/cheese
,White,"Flower, Inhalable",,,,,,0.0,0.016,0.012,0.0,0.0,0.005,0.0,0.069,0.0,0.013999999999999999,0.085,0.168,0.061,0.0,0.546,0.7659999999999999,,0.11,0.6629999999999999,0.0,0.0,,0.97,0.01,25.35,0.03,0.0,0.07,0.0,0.0,0.0,0.39,0.05,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/white
,Boss OG,"Flower, Inhalable",,,,,,0.0,0.013999999999999999,0.012,0.0,0.009000000000000001,0.0,0.0,0.17800000000000002,0.002,0.013000000000000001,0.031,0.13,0.057,0.0,0.39399999999999996,0.8859999999999999,,0.107,0.579,0.0,0.0,,2.32,0.02,19.73,0.02,0.0,0.05,0.0,0.0,0.0,0.39,0.09,0.06,https://www.allbud.com/marijuana-strains/hybrid/boss-og
,Blackberry Kush,"Concentrate, Inhalable",,,,,,0.0,0.0,0.073,0.0,0.003,0.013999999999999999,0.0,0.025,0.0,0.0,0.163,0.04,0.0,0.0,0.055,0.0,,0.0,0.0,0.0,0.0,,3.72,0.23,79.22,0.05,0.12,0.17,0.01,0.0,0.03,1.21,0.26,0.0,https://www.allbud.com/marijuana-strains/indica/blackberry-kush
,Purple Kush,"Concentrate, Inhalable",,,,,,0.0,0.0,0.019,0.0,0.001,0.01,0.0,0.022000000000000002,0.0,0.0,0.161,0.0,0.0,0.0,0.004,0.0,,0.0,0.0,0.0,0.0,,5.37,0.31,72.21,0.06,0.47,0.15,0.0,0.06,0.03,1.65,0.32,0.31,https://www.allbud.com/marijuana-strains/indica/purple-kush
,Harle tsu,"Flower, Inhalable",,,,,,0.0,0.003,0.019,0.0,0.002,0.013999999999999999,0.0,0.002,0.002,0.016,0.009000000000000001,0.055999999999999994,0.13,0.0,0.11599999999999999,0.182,,0.02,0.033,0.0,0.0,,0.27,0.0,0.21,0.02,0.02,7.68,3.32,0.19,0.46,0.11,0.06,0.17,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/harle-tsu
,Star Trek,"Flower, Inhalable",,,,,,0.0,0.008,0.01,0.0,0.002,0.003,0.0,0.003,0.001,0.006,0.027000000000000003,0.204,0.039,0.0,0.621,0.251,,0.052000000000000005,0.41700000000000004,0.0,0.0,,3.88,0.0,18.7,0.03,0.02,0.06,0.0,0.0,0.0,0.3,0.09,0.05,https://www.allbud.com/marijuana-strains/hybrid/star-trek
,Puna Budder (53020),"Flower, Inhalable",,,,,,0.0,0.015,0.009000000000000001,0.0,0.005,0.0,0.0,0.171,0.0,0.013000000000000001,0.054000000000000006,0.081,0.057,0.0,0.23600000000000002,0.306,,0.10800000000000001,0.515,0.0,0.0,,0.44,0.0,23.84,0.0,0.0,0.05,0.0,0.0,0.0,0.44,0.19,0.0,https://www.allbud.com/marijuana-strains/hybrid/puna-budder
